open_time,raw_signal,filtered_signal
2021-06-22 15:00:00,1.0,0.0
2021-06-22 15:15:00,1.0,0.0
2021-06-27 21:15:00,0.0,0.0
2021-06-27 21:30:00,0.0,0.0
2021-06-27 21:45:00,0.0,0.0
2021-07-26 00:15:00,0.0,0.0
2021-07-26 00:30:00,0.0,0.0
2021-07-26 00:45:00,0.0,0.0
2021-07-26 19:15:00,0.0,0.0
2021-07-26 19:30:00,0.0,0.0
2021-07-26 19:45:00,0.0,0.0
2021-07-28 17:45:00,0.0,0.0
2021-09-07 14:00:00,0.0,0.0
2021-09-07 14:15:00,0.0,0.0
2021-09-07 14:30:00,0.0,0.0
2021-09-13 12:45:00,0.0,0.0
2021-09-13 13:00:00,0.0,0.0
2021-09-13 13:30:00,0.0,0.0
2021-09-20 23:30:00,0.0,0.0
2021-09-22 00:30:00,0.0,0.0
2021-09-24 08:15:00,0.0,0.0
2021-09-26 09:00:00,0.0,0.0
2021-10-01 09:30:00,0.0,0.0
2021-10-01 09:45:00,0.0,0.0
2021-10-01 10:00:00,0.0,0.0
2021-10-06 12:15:00,0.0,0.0
2021-10-06 12:30:00,0.0,0.0
2021-10-06 12:45:00,0.0,0.0
2021-10-15 02:00:00,0.0,0.0
2021-10-28 17:45:00,0.0,0.0
2021-11-10 13:15:00,0.0,0.0
2021-11-22 12:45:00,0.0,0.0
2021-11-22 13:00:00,0.0,0.0
2021-11-30 15:15:00,0.0,0.0
2021-12-04 04:00:00,0.0,0.0
2021-12-04 04:15:00,0.0,0.0
2021-12-04 04:30:00,0.0,0.0
2021-12-04 04:45:00,0.0,0.0
2021-12-15 18:15:00,0.0,0.0
2022-01-05 19:15:00,0.0,0.0
2022-01-05 19:30:00,0.0,0.0
2022-01-21 21:00:00,1.0,1.0
2022-01-24 17:00:00,1.0,1.0
2022-01-24 17:15:00,1.0,1.0
2022-02-04 14:30:00,1.0,1.0
2022-02-10 13:15:00,1.0,1.0
2022-02-10 14:30:00,1.0,1.0
2022-02-24 02:15:00,1.0,1.0
2022-02-24 19:15:00,1.0,1.0
2022-02-27 19:00:00,1.0,1.0
2022-02-28 13:45:00,1.0,1.0
2022-02-28 14:00:00,1.0,1.0
2022-02-28 21:45:00,1.0,1.0
2022-02-28 22:00:00,0.0,0.0
2022-02-28 22:15:00,0.0,0.0
2022-03-16 01:15:00,1.0,1.0
2022-03-16 01:30:00,1.0,1.0
2022-03-16 01:45:00,1.0,1.0
2022-03-16 02:15:00,0.0,0.0
2022-03-16 02:30:00,0.0,0.0
2022-03-16 02:45:00,0.0,0.0
2022-05-05 14:15:00,1.0,1.0
2022-05-05 14:30:00,1.0,1.0
2022-05-09 19:15:00,1.0,1.0
2022-05-10 00:15:00,1.0,1.0
2022-05-11 11:45:00,1.0,1.0
2022-05-11 12:00:00,1.0,1.0
2022-05-11 12:15:00,1.0,1.0
2022-05-11 12:45:00,1.0,1.0
2022-05-11 13:15:00,1.0,1.0
2022-05-11 14:00:00,1.0,1.0
2022-05-11 23:45:00,1.0,0.0
2022-05-12 03:30:00,1.0,0.0
2022-05-12 06:30:00,1.0,0.0
2022-05-12 06:45:00,1.0,0.0
2022-05-12 07:00:00,1.0,0.0
2022-05-12 14:00:00,1.0,0.0
2022-05-26 13:15:00,1.0,0.0
2022-06-06 23:45:00,0.0,0.0
2022-06-07 00:00:00,0.0,0.0
2022-06-08 02:45:00,0.0,0.0
2022-06-12 02:00:00,1.0,0.0
2022-06-13 11:15:00,1.0,0.0
2022-06-13 15:15:00,1.0,0.0
2022-06-14 00:00:00,1.0,0.0
2022-06-14 04:30:00,1.0,0.0
2022-06-14 04:45:00,1.0,0.0
2022-06-15 17:45:00,1.0,0.0
2022-06-18 06:00:00,1.0,0.0
2022-06-18 06:15:00,1.0,0.0
2022-06-18 06:30:00,1.0,0.0
2022-06-18 20:30:00,1.0,0.0
2022-06-18 20:45:00,1.0,0.0
2022-06-18 21:45:00,1.0,0.0
2022-06-30 23:00:00,1.0,0.0
2022-06-30 23:15:00,1.0,0.0
2022-06-30 23:30:00,1.0,0.0
2022-07-13 11:45:00,1.0,0.0
2022-07-13 12:15:00,1.0,0.0
2022-07-27 17:45:00,0.0,0.0
2022-08-19 05:45:00,0.0,0.0
2022-08-19 06:00:00,0.0,0.0
2022-09-06 16:30:00,0.0,0.0
2022-09-06 16:45:00,1.0,0.0
2022-09-13 11:45:00,0.0,0.0
2022-09-13 12:00:00,0.0,0.0
2022-09-13 12:15:00,0.0,0.0
2022-11-08 15:15:00,1.0,0.0
2022-11-08 15:30:00,1.0,0.0
2022-11-08 16:30:00,1.0,0.0
2022-11-08 17:00:00,1.0,0.0
2022-11-08 17:15:00,1.0,0.0
2022-11-08 17:30:00,1.0,0.0
2022-11-08 18:30:00,1.0,0.0
2022-11-09 09:15:00,1.0,0.0
2022-11-09 15:00:00,1.0,0.0
2022-11-10 12:45:00,1.0,0.0
2022-11-10 13:00:00,1.0,0.0
2022-11-10 13:15:00,1.0,0.0
2022-11-10 20:00:00,1.0,0.0
2022-11-11 13:30:00,1.0,0.0
2022-11-11 13:45:00,1.0,0.0
2022-11-14 05:45:00,1.0,0.0
2022-11-14 06:00:00,1.0,0.0
2022-11-14 06:15:00,1.0,0.0
2023-01-12 17:00:00,1.0,0.0
2023-01-12 17:15:00,0.0,0.0
2023-01-13 23:45:00,0.0,0.0
2023-01-14 00:00:00,0.0,0.0
2023-02-14 14:15:00,0.0,0.0
2023-02-15 19:45:00,0.0,0.0
2023-03-03 00:45:00,0.0,0.0
2023-03-13 13:30:00,0.0,0.0
2023-03-13 13:45:00,0.0,0.0
2023-03-13 14:30:00,0.0,0.0
2023-03-14 12:15:00,0.0,0.0
2023-03-14 18:15:00,0.0,0.0
2023-03-14 18:30:00,0.0,0.0
2023-03-22 18:15:00,0.0,0.0
2023-03-22 18:45:00,0.0,0.0
2023-03-23 14:15:00,0.0,0.0
2023-03-23 14:30:00,0.0,0.0
2023-04-26 18:45:00,0.0,0.0
2023-04-26 19:00:00,0.0,0.0
2023-04-26 19:15:00,0.0,0.0
2023-08-17 20:45:00,0.0,0.0
2023-08-17 21:00:00,0.0,0.0
2023-08-17 21:15:00,0.0,0.0
2023-08-17 21:30:00,0.0,0.0
2023-08-29 13:30:00,0.0,0.0
2023-08-29 13:45:00,0.0,0.0
2023-08-29 14:00:00,0.0,0.0
2023-10-16 12:30:00,0.0,0.0
2023-10-16 13:15:00,0.0,0.0
2023-10-23 21:45:00,0.0,0.0
2023-10-23 22:00:00,0.0,0.0
2024-01-03 11:15:00,0.0,0.0
2024-01-03 11:30:00,0.0,0.0
2024-01-09 21:00:00,0.0,0.0
2024-01-11 15:15:00,0.0,0.0
2024-01-12 21:30:00,0.0,0.0
2024-02-28 16:15:00,0.0,0.0
2024-02-28 17:00:00,0.0,0.0
2024-03-05 19:00:00,0.0,0.0
2024-03-06 04:30:00,0.0,0.0
2024-03-27 13:15:00,0.0,0.0
2024-04-02 01:45:00,0.0,0.0
2024-04-02 02:00:00,0.0,0.0
2024-04-13 19:00:00,0.0,0.0
2024-04-13 19:15:00,0.0,0.0
2024-04-13 19:30:00,0.0,0.0
2024-04-13 19:45:00,0.0,0.0
2024-04-19 06:00:00,0.0,0.0
2024-04-19 06:15:00,0.0,0.0
2024-05-03 12:15:00,0.0,0.0
2024-08-02 14:15:00,0.0,0.0
2024-08-05 00:15:00,0.0,0.0
2024-08-05 00:30:00,0.0,0.0
2024-08-05 05:15:00,1.0,1.0
2024-08-05 05:30:00,0.0,0.0
2024-08-05 05:45:00,0.0,0.0
2024-08-05 13:00:00,1.0,1.0
2024-08-05 13:15:00,1.0,1.0
2024-08-05 13:45:00,1.0,1.0
2024-08-05 14:15:00,1.0,1.0
2024-08-08 00:45:00,1.0,1.0
2024-08-12 13:45:00,1.0,1.0
2024-08-27 21:15:00,0.0,0.0
2024-08-27 21:30:00,0.0,0.0
